temperature,rainfall,ph,turbidity,dissolved_oxygen,nitrate,lead,bacterial_count,clean_water_percentage,sanitation_level,healthcare_access,symptom_diarrhea,symptom_fever,water_dirty,water_scarcity,outbreak_risk
41.28,233.16,6.81,485,6.16,48.65,0.196,191,95.37,89.91,19.2,0,1,0,0,1
26.78,141.48,8.13,248,3.35,35.29,0.182,318,84.11,45.79,40.27,1,0,0,1,1
33.8,189.53,6.77,125,6.76,46.9,0.031,577,58.49,40.0,50.42,1,0,1,0,1
30.37,219.82,8.06,86,5.39,27.76,0.146,777,49.58,53.75,38.24,0,1,0,1,2
22.64,204.92,7.98,96,6.99,42.52,0.046,757,89.01,49.9,62.73,1,1,0,1,1
42.63,24.91,6.57,253,3.36,12.38,0.161,331,51.11,14.27,82.11,0,1,0,0,1
32.37,222.69,8.31,13,3.51,39.32,0.004,621,52.66,35.24,75.8,1,0,1,1,2
33.25,87.0,7.89,138,13.82,1.44,0.068,413,30.15,94.03,88.06,0,1,0,1,1
35.21,291.27,7.12,341,2.76,19.81,0.193,661,52.33,88.78,47.39,0,0,1,1,2
33.78,212.6,6.34,378,13.05,16.05,0.05,818,73.78,27.71,90.61,1,1,0,1,2
32.49,260.98,6.38,365,11.4,48.14,0.025,94,77.76,94.4,18.21,1,0,0,0,1
22.7,296.01,7.86,27,11.63,24.32,0.06,891,92.78,98.42,27.82,0,0,1,0,1
41.71,88.41,6.01,92,13.95,14.44,0.03,582,36.38,40.13,39.73,0,1,1,0,2
37.38,36.08,6.69,373,5.8,33.87,0.058,215,65.36,71.52,10.26,0,1,0,0,1
30.16,231.31,7.31,0,2.7,15.27,0.032,723,98.48,93.39,90.83,1,0,1,1,2
22.65,206.59,8.94,404,10.8,43.56,0.039,774,39.94,40.77,25.14,0,1,0,0,2
39.04,127.02,6.01,343,7.42,39.85,0.118,765,55.42,32.79,91.83,1,1,1,1,2
20.13,98.42,7.98,321,6.94,16.65,0.134,292,73.42,13.65,45.17,0,1,1,1,2
37.9,61.27,6.74,447,12.32,12.59,0.196,824,46.21,28.92,54.79,0,1,1,1,2
20.87,95.96,7.79,459,6.38,30.57,0.139,181,85.24,54.53,22.04,0,0,1,1,1
24.09,10.09,6.42,236,2.32,16.78,0.195,655,77.83,82.93,81.72,0,1,0,1,2
36.81,269.26,7.34,19,10.32,3.55,0.038,764,86.91,84.72,96.05,1,1,1,0,1
20.51,143.82,7.54,341,4.58,2.02,0.04,805,99.45,78.25,81.43,0,1,0,1,2
36.0,258.08,8.84,251,5.58,43.35,0.149,491,24.74,19.49,26.62,1,1,0,1,2
37.79,63.28,8.02,151,12.84,43.21,0.093,573,34.17,48.58,21.4,1,1,0,0,2
27.11,51.0,7.01,340,11.42,41.08,0.111,730,22.13,11.12,89.18,1,0,1,1,2
41.8,29.42,7.31,271,2.59,42.62,0.11,779,86.67,41.32,90.29,0,1,0,0,2
44.99,252.99,7.09,79,7.44,25.86,0.153,165,97.43,87.67,50.39,0,0,0,1,0
37.23,182.31,7.61,241,6.66,8.54,0.045,226,32.85,40.66,39.16,1,0,0,1,1
40.74,168.71,8.01,91,6.0,29.75,0.018,134,81.34,97.26,77.16,0,0,1,0,0
34.44,107.34,6.83,303,13.48,24.95,0.186,556,87.7,42.07,84.92,1,0,0,0,1
21.66,0.48,7.57,195,13.77,17.51,0.09,827,96.42,89.9,38.64,0,1,0,0,1
29.46,141.95,7.89,25,2.14,6.52,0.062,50,75.84,10.14,88.44,0,0,1,0,1
21.16,79.87,7.49,27,4.96,22.5,0.004,474,73.54,16.46,77.26,0,0,1,0,1
26.5,176.31,6.78,141,12.3,5.87,0.157,134,91.72,67.26,75.76,0,0,1,1,1
38.47,59.35,8.53,143,5.96,48.11,0.18,496,62.61,67.49,95.8,0,0,0,0,1
35.28,289.22,6.29,299,5.38,22.18,0.034,231,77.7,70.94,57.03,1,0,0,0,1
29.8,147.0,6.33,23,13.19,36.03,0.153,326,81.12,11.62,94.08,1,1,0,1,2
42.47,282.34,8.6,256,13.74,49.71,0.111,390,21.78,88.22,59.87,0,1,1,1,2
36.63,207.26,8.36,272,9.15,45.8,0.058,340,90.73,50.69,87.15,0,0,1,1,1
30.35,145.02,6.79,14,12.15,22.62,0.085,468,72.91,19.7,53.88,1,0,0,1,2
29.79,186.57,8.91,142,2.22,27.85,0.157,184,32.17,25.9,35.68,0,1,1,1,2
36.54,245.09,6.38,87,9.91,19.9,0.103,51,84.21,86.11,20.4,1,0,0,0,1
28.94,19.77,6.5,297,10.15,3.35,0.119,26,40.56,69.77,47.74,0,0,0,1,1
39.8,87.82,6.24,259,12.8,22.41,0.055,335,55.52,25.72,27.88,1,0,1,0,2
26.7,98.64,7.98,392,2.74,13.5,0.154,328,28.47,11.68,82.42,0,0,1,0,2
39.94,161.38,6.93,411,2.11,20.14,0.181,954,20.69,93.48,15.97,0,1,0,0,2
20.03,149.13,8.26,29,3.86,22.58,0.082,398,26.36,53.92,23.93,0,0,0,0,1
30.59,171.49,8.71,461,13.4,47.92,0.02,270,71.52,19.2,86.01,1,0,0,0,2
35.91,250.23,8.4,88,12.35,14.17,0.137,110,39.21,90.51,58.83,0,1,0,0,1
33.89,284.11,7.51,394,9.25,41.36,0.085,100,63.73,59.81,54.68,1,0,1,0,2
34.71,122.32,7.95,43,6.95,11.39,0.117,161,55.26,53.11,90.73,1,1,1,0,1
32.13,292.13,6.02,436,7.98,27.71,0.112,677,33.74,68.84,12.29,0,1,1,1,2
32.81,163.77,6.1,54,5.91,7.18,0.142,667,51.91,91.4,99.9,0,0,1,0,1
29.87,205.97,7.25,21,3.04,11.15,0.038,299,21.96,81.16,11.07,1,1,1,0,2
29.41,18.95,8.74,331,8.88,46.4,0.166,101,38.98,33.64,55.4,0,1,0,1,2
21.69,217.07,8.42,59,10.61,41.65,0.149,914,87.62,57.29,72.24,0,1,0,1,1
27.83,226.1,6.66,224,13.31,41.61,0.125,944,37.18,42.04,35.57,0,0,1,1,2
26.3,136.25,7.16,70,7.77,22.4,0.024,12,67.26,63.94,47.69,1,0,1,0,0
32.91,151.42,6.45,450,7.77,46.58,0.142,171,35.72,32.63,25.62,0,1,1,0,2
25.76,98.27,6.63,303,10.84,5.68,0.161,158,91.89,24.8,82.37,0,0,0,0,1
29.96,51.05,6.76,486,7.89,1.85,0.107,5,30.11,97.63,30.76,1,1,1,0,2
23.58,257.37,6.93,364,7.23,22.61,0.003,617,78.58,17.9,70.14,0,1,0,1,1
23.52,214.99,7.31,111,2.28,25.02,0.097,57,58.13,78.73,33.24,1,0,1,1,2
37.17,252.41,7.24,132,8.26,7.77,0.133,198,52.16,86.12,41.16,0,0,1,1,1
34.65,107.17,7.73,450,4.84,31.37,0.06,215,25.79,89.07,37.17,0,1,0,0,2
29.79,78.63,7.03,331,9.86,0.41,0.156,364,23.35,55.28,62.58,1,0,0,0,1
34.34,256.09,6.73,24,2.99,6.31,0.037,681,72.58,49.51,14.04,0,0,1,0,1
20.72,206.95,7.45,45,13.93,21.0,0.122,941,69.76,55.52,83.54,1,1,1,1,2
20.32,208.57,7.25,2,7.42,34.59,0.127,510,30.72,70.44,10.39,0,1,0,0,1
22.37,99.9,7.12,140,11.81,46.66,0.188,96,45.57,82.94,72.07,1,1,1,0,2
27.77,29.9,6.82,417,4.1,42.44,0.06,883,31.2,38.99,62.07,0,0,0,1,2
29.13,273.78,8.34,83,6.36,26.57,0.174,284,70.3,59.84,98.78,1,0,1,1,1
41.81,64.69,6.25,94,3.73,48.73,0.121,12,65.67,57.44,13.44,0,0,1,0,2
23.94,178.3,7.78,133,12.17,17.84,0.022,140,38.19,25.42,70.08,1,1,1,1,2
22.2,268.06,7.17,33,11.07,48.22,0.023,429,94.34,37.31,87.75,1,0,0,0,1
26.14,173.09,6.82,348,4.04,38.09,0.155,508,45.81,68.04,86.63,1,1,0,1,2
26.61,155.85,7.35,249,13.45,38.76,0.161,136,78.9,61.42,16.01,0,1,0,0,1
26.87,23.89,7.29,488,10.33,32.27,0.137,391,46.63,77.94,68.38,1,1,0,0,2
20.28,208.95,7.13,171,10.26,25.63,0.092,924,36.3,40.63,52.89,1,0,1,0,2
24.13,293.31,6.32,57,2.57,2.06,0.05,368,54.88,66.7,40.65,0,0,1,0,1
32.45,173.86,6.86,205,7.5,32.97,0.183,922,81.64,65.51,63.88,0,0,1,0,1
39.87,33.86,7.6,466,8.21,19.1,0.113,677,49.45,21.26,13.73,1,1,1,1,2
34.01,6.52,7.56,305,3.29,42.31,0.147,521,98.77,22.44,48.68,1,1,1,1,2
36.59,146.95,7.55,475,13.44,25.84,0.164,694,28.93,85.58,99.75,0,0,0,1,2
43.54,213.34,6.89,98,13.07,42.63,0.155,475,78.96,26.02,84.22,1,0,1,0,2
29.12,257.3,6.8,412,7.07,25.86,0.074,966,77.48,57.09,14.06,0,0,0,0,1
38.65,238.4,8.24,302,5.95,6.91,0.08,4,84.2,13.72,44.1,1,1,0,1,2
35.04,262.15,6.36,115,5.47,4.31,0.187,451,81.73,57.04,24.23,0,1,0,1,2
28.77,279.16,8.4,325,4.67,35.87,0.189,92,84.22,31.5,13.76,0,1,1,1,2
30.05,193.17,7.65,302,12.67,23.39,0.131,940,96.87,90.37,74.73,1,0,1,1,2
43.48,75.0,7.61,187,8.25,13.43,0.155,96,83.67,52.76,81.4,0,1,1,1,1
33.35,178.78,6.09,20,10.81,20.55,0.071,872,25.04,85.07,80.61,1,1,1,1,2
40.46,192.26,6.93,124,13.19,30.25,0.132,804,64.55,19.74,94.0,1,1,0,1,2
32.41,83.1,7.6,327,5.25,14.28,0.054,900,22.42,79.36,65.96,1,0,0,1,2
34.76,280.4,6.03,2,7.15,20.39,0.023,208,73.76,51.35,99.26,0,0,0,0,0
44.61,249.53,7.41,446,13.21,40.49,0.167,666,86.28,58.4,23.77,1,0,1,0,2
41.92,37.82,8.63,205,13.19,3.8,0.1,381,94.14,43.78,31.74,1,0,0,0,1
20.09,189.41,7.79,485,8.44,45.54,0.169,620,70.76,57.94,45.33,0,1,1,1,2
31.29,150.43,7.56,255,6.61,36.84,0.095,2,80.6,30.12,15.01,1,0,1,1,2
35.63,101.59,6.38,235,6.02,34.77,0.14,213,31.13,31.33,50.32,0,1,0,0,2
33.36,249.78,7.21,278,4.98,15.21,0.154,114,80.59,42.12,99.06,1,1,1,0,2
39.31,130.4,6.99,119,11.73,2.24,0.059,644,96.59,38.63,29.77,1,0,0,0,2
25.62,22.98,8.43,131,5.48,27.06,0.005,837,91.46,56.2,84.28,1,0,1,1,1
41.02,193.1,7.83,55,6.85,11.08,0.102,173,57.38,61.63,50.03,1,0,0,0,0
20.45,162.35,6.27,416,5.18,24.75,0.169,583,25.13,26.16,78.9,1,1,1,0,2
29.93,80.61,7.04,95,10.5,18.39,0.111,692,59.44,80.72,95.28,0,0,1,1,1
35.41,149.66,8.97,386,4.19,47.12,0.151,262,34.26,91.41,40.66,0,1,0,0,2
33.25,41.33,7.11,220,9.59,48.8,0.062,621,47.51,72.45,89.58,0,1,0,1,2
26.28,181.26,8.64,56,9.81,42.81,0.022,217,38.27,84.0,36.6,0,1,0,1,1
34.65,53.88,8.21,297,8.24,41.51,0.084,663,24.0,16.25,82.24,1,1,0,1,2
35.38,132.95,7.9,41,2.6,43.68,0.015,281,65.13,68.85,93.04,0,1,0,0,0
24.46,295.93,8.15,198,8.42,43.83,0.182,66,73.18,40.52,16.35,1,0,0,0,1
22.36,190.13,6.86,125,2.11,23.03,0.098,175,51.66,26.23,85.74,0,0,0,1,1
20.31,28.8,6.89,355,4.39,25.42,0.031,952,24.21,15.34,37.48,1,0,0,0,2
39.25,42.47,8.5,326,13.09,27.45,0.117,304,98.74,12.73,99.87,0,1,1,1,2
21.49,82.0,8.77,426,10.41,14.53,0.059,940,66.09,72.68,24.82,1,1,1,1,2
29.65,214.26,6.21,381,7.71,2.23,0.194,153,30.78,23.58,81.34,1,1,1,1,2
30.95,106.5,6.22,265,6.56,43.56,0.133,542,26.07,69.56,50.34,1,1,1,1,2
26.47,214.67,8.16,324,8.15,18.01,0.093,583,29.68,25.18,38.42,0,1,0,1,2
29.91,23.35,7.12,377,3.35,14.56,0.123,972,80.24,19.57,17.41,1,0,1,1,2
32.58,191.3,6.89,238,6.18,8.96,0.129,452,66.71,28.88,16.67,1,0,1,0,2
22.38,285.16,8.94,208,6.54,23.18,0.018,433,23.15,62.88,15.55,0,0,1,0,2
27.62,246.76,6.66,83,7.63,36.02,0.106,445,40.33,54.16,96.95,1,0,1,0,2
29.08,139.35,8.94,1,13.87,47.45,0.016,253,32.45,30.46,30.31,0,0,0,0,1
36.77,180.76,6.21,220,4.24,17.3,0.07,683,32.75,13.97,45.46,0,1,1,1,2
40.67,29.4,8.11,474,10.8,31.87,0.129,92,71.4,34.76,55.64,1,0,1,0,2
40.97,174.65,6.75,349,6.55,17.01,0.124,473,87.46,54.06,38.02,0,0,0,1,1
25.16,206.21,7.06,361,10.62,37.14,0.01,185,96.23,46.49,40.35,0,0,0,1,0
30.53,20.55,7.53,67,6.27,39.55,0.102,679,37.97,75.42,73.71,0,1,1,1,2
21.61,16.51,6.56,75,2.23,38.62,0.034,289,59.22,42.25,84.5,1,0,1,1,1
23.81,257.76,7.4,244,12.84,5.22,0.197,848,76.51,36.14,24.87,1,0,1,0,2
26.97,141.28,8.75,484,6.64,16.51,0.119,981,38.68,99.51,96.09,1,0,1,0,2
27.37,274.02,6.83,452,13.24,0.93,0.088,177,83.34,27.38,70.11,1,1,0,1,2
24.06,124.9,8.5,28,9.08,10.03,0.057,391,96.35,53.07,72.92,1,1,0,1,1
42.55,275.24,8.79,5,8.72,12.75,0.053,232,68.02,20.62,15.06,1,0,0,1,2
29.82,173.32,7.55,82,6.66,8.0,0.08,375,31.26,56.19,62.85,1,1,0,0,1
38.04,22.4,8.74,379,8.65,22.53,0.057,973,40.52,10.91,34.73,0,1,0,0,2
27.98,230.15,6.62,178,4.77,37.18,0.106,871,36.54,27.97,55.57,1,0,0,0,2
32.55,289.75,8.82,237,6.23,27.75,0.038,648,71.81,47.96,23.21,1,0,1,0,2
38.35,22.07,7.89,299,11.24,23.12,0.143,772,40.85,24.66,40.31,1,0,1,1,2
23.27,137.27,6.8,62,7.64,39.15,0.149,529,78.13,55.91,65.98,0,1,0,1,1
30.63,137.24,7.55,244,5.18,34.4,0.158,510,71.39,93.79,85.73,1,1,1,0,2
39.49,172.56,8.96,466,4.91,49.58,0.039,760,95.14,10.17,75.32,0,0,0,1,2
28.89,246.15,6.13,180,13.83,9.02,0.153,106,41.71,26.67,71.32,0,0,1,1,2
26.42,10.46,7.23,355,6.38,19.64,0.139,108,24.18,18.6,69.3,0,0,1,1,2
20.03,23.65,8.29,479,2.18,13.23,0.103,165,89.52,94.06,39.47,0,1,0,1,2
39.4,291.45,7.4,216,8.72,39.48,0.148,233,67.5,11.42,33.36,1,1,1,1,2
22.08,88.02,8.63,70,9.15,23.02,0.073,227,71.89,74.94,87.66,1,1,0,0,1
44.5,264.65,7.72,15,6.37,0.61,0.05,283,33.01,99.6,20.7,1,0,0,1,1
26.12,218.91,8.43,50,11.45,20.44,0.165,574,29.23,46.61,86.32,1,0,0,0,1
32.59,193.79,8.92,244,10.83,41.93,0.19,148,26.28,60.45,39.89,1,0,0,0,2
33.04,279.98,8.42,381,10.74,32.19,0.067,742,92.86,25.71,35.75,1,0,0,1,2
25.25,179.73,6.27,280,7.02,38.93,0.147,157,53.83,60.92,42.89,0,1,1,0,1
36.83,267.38,8.41,62,8.63,10.77,0.04,951,84.95,74.7,75.66,1,0,1,0,1
37.0,249.28,6.12,163,6.97,23.68,0.082,121,93.39,45.23,86.05,1,1,1,1,2
20.76,98.44,8.72,165,11.05,23.58,0.03,77,29.8,29.08,12.66,1,1,1,0,2
41.75,181.48,7.84,185,4.81,28.95,0.129,0,86.82,90.41,84.09,0,0,1,1,1
20.08,91.05,6.33,29,9.44,4.14,0.165,589,95.09,14.85,11.1,1,0,1,1,2
26.34,99.27,6.81,283,7.64,28.46,0.186,178,50.97,32.62,24.96,1,0,1,1,2
38.92,200.07,6.7,492,11.44,38.5,0.171,791,59.34,60.89,74.4,0,1,0,1,2
23.4,19.99,8.93,385,13.19,37.5,0.169,353,58.83,84.72,95.56,0,0,1,1,2
35.08,93.6,8.73,146,9.3,11.0,0.096,558,22.67,83.42,50.53,1,0,1,0,2
40.47,37.38,8.57,407,10.5,21.77,0.05,294,49.89,39.96,25.85,1,0,0,0,2
41.64,9.63,7.93,43,2.65,38.15,0.141,464,94.22,39.94,55.29,0,1,1,1,2
26.0,30.24,6.78,409,10.99,46.82,0.118,886,78.89,23.69,92.1,0,1,0,0,2
36.81,1.6,8.95,319,9.4,46.81,0.192,594,91.49,36.24,60.64,1,1,0,0,2
23.52,67.47,7.67,327,7.63,5.83,0.074,38,80.57,98.67,82.89,1,0,0,0,1
30.25,157.48,7.43,108,4.25,41.06,0.183,388,40.65,13.4,62.49,1,0,0,0,2
36.35,204.36,8.26,65,12.8,40.92,0.198,889,70.85,37.33,98.47,0,0,1,1,2
31.05,17.05,8.94,233,2.25,17.4,0.144,94,22.57,65.11,74.46,1,1,0,1,2
25.68,66.38,6.48,123,7.84,48.93,0.193,190,67.13,74.87,31.71,0,1,1,0,2
35.44,294.42,7.01,181,7.79,17.06,0.108,674,45.57,25.09,33.66,0,1,0,0,2
32.3,28.27,6.52,17,10.96,45.8,0.192,475,21.64,32.44,90.16,1,0,0,0,2
40.53,147.91,8.54,229,9.75,21.74,0.04,183,69.92,51.43,13.55,1,0,1,1,2
36.23,170.15,7.66,473,5.46,45.75,0.174,908,69.99,80.18,80.55,0,1,0,1,2
29.78,266.61,6.72,293,7.94,24.5,0.108,911,38.33,30.86,91.13,0,0,1,0,2
35.4,142.3,7.17,378,2.4,33.72,0.081,833,59.85,51.19,56.7,0,0,0,0,2
26.06,55.3,6.19,177,10.28,23.47,0.088,961,74.35,52.35,44.91,0,1,1,0,2
32.37,254.74,8.62,94,7.07,9.38,0.004,64,21.49,89.98,30.42,0,1,0,0,1
39.07,60.44,6.7,434,9.18,10.59,0.17,111,32.77,28.47,80.97,0,0,1,0,2
35.73,292.79,6.99,71,12.77,44.54,0.195,156,69.8,38.36,58.77,1,0,0,1,1
38.13,289.51,6.78,341,9.57,23.65,0.134,945,35.5,33.56,56.13,0,1,0,0,2
31.84,239.87,7.74,82,6.16,20.95,0.003,390,63.69,29.26,52.8,1,0,1,0,1
44.17,48.02,8.36,12,12.07,46.57,0.064,791,23.24,46.26,94.17,1,0,1,1,2
32.53,262.02,6.25,355,5.65,25.72,0.143,650,85.85,13.78,52.4,0,1,1,1,2
31.28,115.26,7.3,452,10.63,24.84,0.008,474,69.9,84.72,42.44,1,1,1,1,2
29.37,277.66,8.49,76,13.9,35.66,0.033,755,69.53,22.93,57.01,1,0,0,0,1
36.93,145.21,8.93,35,8.53,7.72,0.05,270,92.9,83.86,21.52,1,1,1,0,1
38.11,272.41,6.71,12,5.71,48.82,0.056,724,35.42,45.04,94.63,1,1,1,1,2
22.01,237.05,7.27,308,5.04,47.78,0.006,121,97.91,15.37,83.12,0,0,1,0,1
27.25,184.03,7.06,285,10.33,8.32,0.157,49,99.86,80.25,35.81,1,1,1,1,2
44.21,136.64,8.49,496,7.22,24.4,0.185,269,59.37,57.82,28.11,1,0,1,1,2
31.76,95.21,7.87,373,6.52,5.02,0.127,477,67.95,15.18,79.97,0,0,1,1,2
31.2,103.85,7.01,399,9.28,18.25,0.181,680,34.63,21.81,63.24,0,1,1,0,2
26.08,238.64,6.15,290,10.5,12.71,0.172,532,21.54,84.27,22.84,0,1,1,1,2
26.15,149.14,8.43,148,8.54,2.56,0.149,168,52.0,48.1,66.36,1,0,1,1,1
35.22,119.82,7.94,330,3.84,13.46,0.118,465,34.14,87.85,60.66,0,0,0,1,2
27.38,58.06,7.66,27,2.99,20.91,0.112,930,41.98,53.18,77.12,0,0,1,1,2
28.65,224.02,8.54,259,12.05,7.64,0.017,152,73.63,99.1,69.4,1,1,0,0,1
30.82,43.24,8.47,121,11.11,42.65,0.195,135,41.21,32.99,65.22,1,0,0,0,2
20.03,180.05,6.85,422,12.83,40.72,0.092,332,31.59,62.34,25.14,0,0,0,1,2
20.51,5.04,7.56,258,6.43,21.2,0.072,838,24.17,49.24,66.08,1,1,0,0,2
25.21,138.53,8.73,373,2.6,24.36,0.071,146,79.82,32.71,47.32,0,1,0,0,2
22.59,250.77,8.44,12,5.86,12.32,0.002,723,68.01,73.98,37.34,1,1,1,0,2
31.56,180.42,8.37,323,2.32,36.96,0.064,59,81.32,74.73,89.35,0,1,0,1,1
26.33,242.38,6.5,428,7.31,32.35,0.099,951,64.62,87.52,30.15,1,1,0,1,2
44.8,26.88,6.38,29,11.17,29.13,0.014,29,22.46,77.36,78.29,0,1,1,0,1
34.92,128.35,6.99,498,13.51,29.61,0.164,651,69.0,76.42,79.06,0,1,0,0,1
43.83,259.63,6.89,492,6.58,27.18,0.094,598,66.67,77.5,55.89,0,1,1,0,2
27.74,291.39,6.35,226,4.28,47.05,0.104,40,76.41,86.53,49.07,1,1,1,1,2
35.75,253.63,6.89,135,4.7,13.58,0.09,731,92.15,21.46,84.14,0,1,0,1,2
31.81,166.15,7.59,425,3.93,16.05,0.045,742,58.55,60.68,63.43,1,0,0,1,2
20.45,100.42,6.55,355,3.09,23.7,0.039,497,95.91,40.2,39.27,1,1,0,0,2
44.07,7.25,6.92,310,8.44,37.59,0.028,612,67.53,82.09,45.75,1,1,1,1,2
43.33,149.27,6.02,89,9.38,45.14,0.192,505,44.27,74.29,15.0,1,1,1,1,2
35.43,121.55,6.91,257,6.37,47.97,0.089,666,77.38,78.82,25.11,1,0,0,1,2
26.41,158.56,6.87,277,12.7,42.38,0.199,836,51.4,42.61,38.67,0,0,1,0,2
35.0,54.25,7.62,23,7.35,28.24,0.094,521,78.42,56.12,74.09,0,0,0,1,1
26.48,20.93,7.24,454,12.91,10.75,0.041,595,37.82,77.37,49.34,0,1,1,0,2
43.77,179.34,6.04,396,4.97,36.58,0.088,341,51.02,30.35,86.2,1,1,1,1,2
20.97,38.48,6.67,303,12.59,40.47,0.194,731,79.56,22.0,21.97,1,1,0,0,2
26.59,19.5,7.11,146,9.52,26.9,0.132,487,72.75,38.51,77.48,1,1,0,1,2
26.06,105.94,8.85,387,2.13,12.12,0.136,192,27.59,99.72,34.11,1,1,0,1,2
38.28,157.33,8.94,70,6.37,42.62,0.151,810,83.88,87.09,53.39,1,0,1,0,2
32.3,118.18,7.83,352,4.75,26.33,0.09,338,21.48,84.87,25.72,0,0,1,1,2
38.07,96.41,8.17,463,3.85,32.33,0.037,749,59.89,14.06,26.74,0,0,0,1,2
38.49,75.66,6.78,80,9.05,17.68,0.096,570,99.97,54.62,79.43,0,1,0,1,1
26.75,200.38,8.42,19,11.53,10.12,0.192,63,58.54,38.58,42.47,1,1,1,1,2
25.81,269.24,8.59,156,11.44,16.95,0.164,202,73.73,27.66,70.43,1,0,1,1,2
37.48,193.44,7.23,159,2.8,47.12,0.197,865,25.11,24.94,37.09,0,1,1,0,2
28.03,106.91,6.77,420,10.47,28.87,0.178,748,77.78,74.98,69.98,1,1,0,1,2
22.67,244.99,7.97,24,2.31,46.24,0.17,116,97.54,27.97,15.39,0,0,1,1,2
39.92,13.13,7.7,133,9.81,23.76,0.171,128,83.93,57.04,59.5,1,1,1,0,1
36.92,202.51,8.94,286,8.01,18.75,0.125,743,55.94,35.84,19.42,1,1,1,0,2
33.92,123.38,7.38,203,3.3,25.33,0.017,209,23.09,77.82,57.26,1,1,1,1,2
35.55,175.57,6.84,9,10.88,12.38,0.167,482,28.02,93.89,43.71,0,0,1,1,2
35.01,154.1,8.08,18,9.74,11.72,0.146,505,88.44,18.27,85.1,1,1,1,1,2
23.82,19.85,6.65,274,13.47,40.02,0.134,809,83.19,69.06,64.79,0,0,1,0,2
30.36,252.65,6.69,330,7.2,40.34,0.059,465,69.6,58.21,15.42,1,1,1,1,2
31.63,291.29,8.04,30,2.3,37.51,0.043,546,93.86,82.45,30.71,1,0,1,0,2
27.42,175.39,7.26,92,4.3,45.22,0.04,105,58.46,10.27,31.85,0,0,0,1,1
42.79,284.75,8.48,418,12.87,49.08,0.07,957,81.72,30.11,17.28,0,0,1,0,2
30.09,210.72,7.67,227,9.93,19.74,0.149,449,48.31,90.23,24.93,1,1,1,1,2
36.44,58.39,7.17,21,6.94,7.94,0.185,121,55.85,94.38,76.3,1,1,1,1,1
37.32,177.66,8.64,60,6.8,34.49,0.181,798,23.44,88.3,71.06,0,0,0,1,2
41.23,144.08,8.61,223,11.06,37.65,0.104,806,65.13,57.97,22.41,1,0,0,0,2
21.31,284.6,7.92,66,10.11,49.68,0.018,697,74.06,96.42,32.83,1,0,0,1,1
36.76,279.38,7.19,46,12.74,2.53,0.133,112,58.76,51.43,60.98,0,0,0,0,0
40.78,4.64,6.82,294,2.19,20.9,0.017,332,95.62,64.77,32.92,1,1,0,1,1
34.36,208.69,8.77,119,13.31,23.06,0.062,676,50.91,46.57,25.02,1,0,0,1,2
36.37,240.69,8.96,329,7.39,21.11,0.051,33,77.41,77.95,18.01,1,0,1,0,2
20.84,27.33,6.15,148,5.61,11.22,0.11,276,92.93,43.14,14.1,1,0,1,1,2
30.21,82.15,6.39,474,2.73,7.8,0.088,695,69.44,74.66,45.28,1,0,1,0,2
31.26,194.0,8.86,360,10.81,23.53,0.042,782,45.16,73.02,84.36,1,0,0,1,2
26.81,262.5,8.3,312,13.63,15.93,0.082,970,62.59,36.31,69.02,1,0,1,0,2
20.76,130.09,7.71,12,11.79,20.16,0.187,108,55.14,77.15,28.43,0,0,1,0,1
20.45,216.74,8.51,448,12.83,25.42,0.082,289,43.05,39.16,71.1,1,0,1,0,2
27.75,269.99,8.06,9,11.43,6.08,0.023,29,81.72,11.82,70.37,1,0,1,0,1
41.56,256.28,6.07,275,10.87,21.68,0.048,991,44.79,94.87,26.17,0,1,0,1,2
26.3,97.43,8.5,351,7.98,17.5,0.116,848,36.7,53.72,17.74,0,0,1,0,2
43.59,208.04,8.82,243,6.47,14.0,0.055,200,22.46,75.14,91.49,0,0,1,1,2
36.78,297.06,6.27,157,13.03,34.29,0.149,445,32.28,28.61,65.95,0,1,1,0,2
40.88,98.13,7.46,174,8.15,31.05,0.164,512,80.43,91.15,92.39,0,1,0,0,1
20.62,115.13,6.42,275,2.46,13.75,0.167,364,39.9,48.9,70.11,1,1,0,0,2
21.64,120.43,8.29,261,10.36,13.56,0.059,199,95.42,34.04,49.61,1,0,0,0,1
22.76,188.32,6.56,238,7.54,23.14,0.109,639,42.36,30.79,88.68,1,1,0,1,2
24.68,231.99,7.42,404,6.18,17.33,0.119,714,77.43,90.73,91.16,0,0,1,0,2
20.62,113.05,8.69,68,2.41,41.05,0.109,826,55.07,75.41,90.54,0,0,1,0,2
43.32,79.35,6.45,121,11.16,33.22,0.049,922,44.0,35.35,64.38,0,0,1,1,2
26.56,73.59,8.9,293,9.6,11.11,0.011,915,47.38,49.63,73.64,1,0,0,1,2
33.85,219.21,6.13,319,5.68,41.71,0.062,565,37.12,48.96,27.79,1,1,1,0,2
20.58,15.34,8.86,135,13.85,23.67,0.16,519,60.71,51.84,95.64,1,0,1,0,2
35.05,136.49,7.07,80,11.27,43.03,0.003,703,23.74,95.07,38.24,0,0,0,0,1
40.92,8.29,8.5,111,12.64,36.49,0.033,689,57.05,24.19,63.13,0,0,1,1,1
41.27,153.01,8.16,74,6.36,47.58,0.189,29,87.4,63.7,75.2,1,0,1,1,1
30.1,196.09,6.06,214,3.33,46.1,0.15,989,22.97,42.48,11.57,0,1,0,0,2
