temperature,rainfall,ph,turbidity,dissolved_oxygen,nitrate,lead,bacterial_count,clean_water_percentage,sanitation_level,healthcare_access,symptom_diarrhea,symptom_fever,water_dirty,water_scarcity,outbreak_risk
29.55,105.37,7.43,46,4.07,5.09,0.013,315,51.68,93.73,34.31,0,0,0,1,0
35.53,214.36,8.69,271,13.03,34.05,0.035,99,93.89,42.43,88.6,0,1,0,0,0
21.23,46.49,6.45,43,8.78,25.83,0.014,88,66.68,80.56,92.06,0,0,0,1,0
30.55,233.39,8.16,29,12.51,14.66,0.121,375,62.04,50.25,98.48,0,1,0,0,0
44.29,163.88,6.76,91,5.23,11.84,0.179,69,79.94,89.78,63.5,0,0,0,0,0
43.76,223.9,7.2,35,8.93,26.42,0.197,95,84.53,76.36,36.7,0,1,0,0,0
42.02,204.68,6.67,122,4.67,7.16,0.18,270,51.73,57.32,83.9,0,0,0,0,0
26.85,177.45,8.35,53,11.44,13.39,0.036,387,79.73,83.63,38.7,0,1,1,0,0
25.3,263.61,8.26,249,8.15,26.22,0.045,70,57.81,62.32,82.82,1,0,0,0,0
36.82,76.39,7.51,141,6.82,28.04,0.018,32,82.13,49.14,44.06,0,0,1,0,0
35.48,150.39,6.64,90,12.52,11.47,0.013,419,91.68,71.37,75.49,0,0,0,1,0
42.76,74.59,7.32,101,12.55,16.92,0.049,942,79.99,56.02,83.85,0,0,0,1,0
39.06,174.74,6.63,242,8.53,24.1,0.062,98,70.2,93.23,92.26,0,1,0,0,0
20.53,153.42,8.23,109,8.95,6.69,0.186,113,80.4,49.85,76.26,0,1,0,0,0
34.58,13.26,8.3,88,6.09,2.99,0.097,163,85.73,85.87,82.7,0,0,0,0,0
25.54,78.8,6.89,484,10.14,21.39,0.023,186,81.79,95.81,80.45,1,0,0,0,0
38.66,75.94,7.69,266,12.79,25.84,0.047,115,69.73,32.13,30.44,0,0,0,0,0
35.85,141.8,7.82,167,7.41,39.78,0.016,83,74.01,35.36,66.9,0,0,0,0,0
22.26,83.68,7.38,18,10.39,14.13,0.003,242,94.01,93.91,31.09,0,1,1,0,0
42.14,27.63,7.04,46,12.4,2.5,0.003,19,68.42,58.2,29.43,0,0,0,1,0
35.29,160.9,7.26,67,7.83,34.47,0.008,329,92.0,42.89,79.81,0,1,0,1,0
29.14,110.86,7.1,35,9.79,36.15,0.11,312,90.91,61.63,40.01,0,0,0,0,0
38.22,138.61,7.84,98,6.97,14.23,0.191,99,63.35,82.51,83.29,0,1,0,1,0
44.66,157.84,6.49,178,6.12,37.4,0.016,308,82.47,85.79,54.45,0,0,0,1,0
29.19,158.21,8.37,111,11.86,18.17,0.081,204,83.26,46.05,52.54,0,1,0,0,0
34.09,235.78,7.9,315,7.56,5.89,0.005,268,70.75,77.41,53.93,0,0,0,0,0
26.98,127.04,8.04,286,11.7,29.03,0.014,53,54.43,97.19,94.95,1,0,0,0,0
34.46,219.31,7.78,419,8.32,20.96,0.131,89,80.39,89.03,50.78,0,0,0,0,0
31.96,214.42,8.1,269,10.78,25.84,0.023,193,81.35,44.63,27.36,0,0,0,1,0
41.56,237.67,7.72,180,10.3,0.32,0.01,201,96.75,91.45,72.07,0,0,1,0,0
44.35,51.14,7.29,351,9.92,33.4,0.176,99,81.39,88.32,63.73,0,0,0,0,0
33.81,112.78,7.42,218,13.36,14.35,0.008,270,67.37,82.78,89.24,0,0,0,1,0
40.12,76.41,7.7,224,9.41,8.07,0.065,0,93.03,92.17,93.68,0,1,0,0,0
41.81,144.35,6.98,92,8.62,21.61,0.114,380,55.59,74.01,64.31,0,1,0,0,0
43.32,167.87,6.56,286,8.65,30.48,0.183,22,70.22,62.91,62.43,0,0,0,1,0
32.4,66.42,7.51,149,13.24,2.22,0.084,306,92.0,93.21,82.61,0,1,0,0,0
44.03,199.25,8.96,110,11.27,2.04,0.027,222,71.97,91.09,62.86,0,1,0,1,0
29.07,248.24,8.49,368,10.02,24.39,0.175,28,53.83,74.84,47.96,0,0,0,0,0
27.06,213.43,7.74,52,7.76,39.16,0.069,327,72.33,70.54,68.19,0,1,0,1,0
38.55,281.51,7.01,145,7.23,49.83,0.044,12,78.82,79.88,44.71,1,1,0,0,0
34.04,261.63,7.82,91,10.33,31.69,0.016,222,78.33,56.4,76.53,0,1,1,0,0
44.56,113.98,8.34,234,11.35,31.21,0.024,347,70.57,62.85,87.86,1,0,0,1,0
41.87,127.38,6.57,141,9.13,38.23,0.044,317,79.08,58.55,69.09,0,0,0,0,0
44.3,132.14,7.7,123,7.47,44.7,0.128,34,91.65,84.4,62.93,0,0,0,1,0
32.29,32.15,7.87,307,8.23,39.2,0.106,176,70.69,96.18,44.53,0,0,0,0,0
41.98,188.73,6.87,165,11.0,14.45,0.027,121,70.26,51.69,41.27,0,0,0,1,0
34.19,24.93,7.14,93,8.52,1.03,0.035,174,74.2,84.01,22.34,0,0,1,1,0
30.05,249.99,7.38,490,9.86,26.38,0.089,172,70.05,43.8,72.91,0,0,0,0,0
24.56,109.88,7.08,124,13.14,2.73,0.006,32,61.4,65.5,37.4,0,0,0,1,0
34.97,293.08,8.14,243,8.61,36.54,0.111,179,66.95,43.36,96.05,0,1,0,0,0
35.35,16.13,8.61,41,8.11,19.43,0.177,96,62.89,80.31,89.52,0,0,0,0,0
30.87,66.39,6.83,32,10.2,13.93,0.019,16,82.56,99.44,24.41,0,1,0,0,0
40.0,218.04,8.35,117,12.77,18.5,0.076,227,98.74,55.84,20.07,0,0,0,1,0
25.88,258.02,7.19,182,9.65,13.54,0.014,260,30.94,46.35,59.87,0,0,0,1,0
37.4,223.42,8.12,134,11.76,13.81,0.028,569,79.11,81.32,32.96,0,0,0,1,0
23.6,40.1,8.17,208,13.71,36.59,0.048,104,99.37,93.73,17.91,0,1,0,1,0
44.54,267.11,7.6,335,7.54,38.78,0.001,346,97.46,59.85,24.73,0,1,0,0,0
25.85,246.93,7.69,297,11.7,36.8,0.027,233,75.2,81.91,40.4,0,0,1,1,0
30.54,97.52,7.36,313,7.65,3.62,0.025,358,80.22,58.34,98.2,0,0,1,0,0
21.38,91.38,6.56,260,11.76,3.34,0.047,26,72.8,49.06,90.44,0,1,0,1,0
31.97,234.95,7.49,239,5.63,5.8,0.015,143,43.83,64.56,63.83,0,0,0,0,0
40.87,237.67,8.39,107,9.37,3.92,0.074,91,80.9,75.29,97.84,0,0,0,1,0
25.37,162.22,7.67,24,5.87,11.77,0.034,32,91.62,94.48,38.6,0,1,0,1,0
43.0,20.05,8.14,6,7.08,0.97,0.145,155,64.31,84.39,39.44,0,1,0,0,0
24.37,106.04,8.0,131,12.32,28.25,0.02,391,61.83,75.69,93.03,0,1,0,1,0
21.56,274.31,8.18,48,8.77,24.76,0.035,578,61.92,60.99,91.86,0,1,0,0,0
39.21,169.03,8.37,93,12.02,15.33,0.022,674,72.2,93.66,75.67,0,1,0,1,0
24.46,87.25,6.68,284,8.64,34.13,0.01,379,67.65,86.82,85.51,0,1,1,0,0
34.41,162.31,7.95,407,10.5,24.54,0.007,380,94.93,71.29,22.47,0,1,0,0,0
44.79,157.28,6.68,185,9.83,10.34,0.132,336,94.22,88.56,83.33,0,1,0,0,0
39.48,275.81,6.12,182,9.4,26.4,0.021,241,59.32,49.0,43.29,0,0,0,1,0
44.47,49.13,6.66,290,10.27,27.15,0.094,146,65.11,97.95,95.78,0,1,0,0,0
30.5,147.59,8.2,250,5.38,8.08,0.068,176,92.95,67.22,61.46,0,0,0,0,0
25.2,232.13,6.25,260,13.68,38.66,0.045,292,76.61,83.32,91.02,0,1,0,0,0
25.23,5.07,6.39,88,5.62,38.68,0.039,128,96.97,33.54,73.24,0,0,0,0,0
21.73,81.18,8.48,132,6.24,12.21,0.146,150,44.5,74.56,90.45,0,0,0,0,0
30.82,272.86,6.81,410,5.25,36.43,0.01,361,64.51,92.89,99.14,0,0,1,0,0
26.13,279.45,6.56,144,5.56,18.61,0.183,127,75.4,47.8,73.39,0,1,0,0,0
42.73,73.71,6.98,121,5.62,24.92,0.014,956,50.49,90.83,48.64,0,0,0,0,0
42.26,41.09,7.33,231,8.72,36.86,0.007,249,65.06,95.83,71.63,0,0,1,0,0
33.76,283.48,6.36,47,12.09,25.05,0.028,186,24.74,91.31,72.42,0,0,0,0,0
36.11,97.01,7.51,64,8.0,35.35,0.105,18,82.79,45.21,82.59,1,0,0,0,0
33.45,15.82,6.5,56,13.39,25.23,0.044,327,77.12,72.32,76.09,0,1,0,0,0
38.26,140.48,7.15,162,9.11,3.17,0.011,374,93.76,54.17,65.89,1,0,0,0,0
21.24,72.71,7.29,249,5.46,37.47,0.159,386,86.9,83.48,72.46,0,0,0,1,0
41.56,199.07,6.9,143,12.53,20.16,0.029,213,27.58,59.38,52.42,0,0,0,0,0
32.41,116.71,6.52,153,6.27,26.88,0.005,298,70.76,43.59,85.53,0,0,1,1,0
36.72,84.05,8.21,70,9.18,42.25,0.141,214,84.58,71.63,83.46,0,0,0,0,0
37.7,284.22,6.98,151,12.08,34.45,0.071,324,55.89,84.71,96.72,0,1,0,0,0
32.87,232.95,8.07,123,11.67,6.21,0.023,114,97.82,46.93,25.83,1,1,0,0,0
30.99,164.53,6.61,92,10.02,16.5,0.059,18,72.29,42.4,83.64,0,1,0,1,0
32.62,204.82,8.13,10,9.75,40.78,0.011,291,72.38,93.72,82.24,0,0,1,1,0
35.99,60.98,7.83,140,9.75,17.05,0.022,425,86.98,70.09,98.75,0,0,0,0,0
27.2,136.67,7.06,464,13.59,2.72,0.035,268,85.8,78.25,70.13,0,1,0,1,0
30.9,122.39,7.55,133,12.04,35.8,0.033,394,97.8,87.15,51.63,1,0,0,0,0
38.2,275.7,8.31,64,5.09,6.34,0.011,318,28.67,28.73,94.86,0,0,0,0,0
32.03,115.75,7.05,15,6.66,6.87,0.121,143,50.98,97.9,82.53,0,0,0,1,0
32.04,275.41,8.0,225,9.85,38.35,0.169,218,87.41,98.48,97.37,0,1,0,0,0
28.76,158.82,7.46,60,9.59,17.33,0.132,30,92.23,35.59,40.16,0,0,0,0,0
26.6,276.98,6.74,148,9.4,43.88,0.152,332,95.6,88.02,47.89,0,0,0,1,0
40.79,217.3,7.04,78,5.79,15.65,0.093,189,86.97,93.86,81.78,0,1,0,1,0
42.36,1.3,8.28,104,12.9,13.89,0.171,172,55.11,80.05,92.53,0,0,0,1,0
38.92,14.71,6.81,366,12.23,27.89,0.006,375,78.4,67.53,95.06,0,0,1,0,0
38.07,236.26,7.89,132,12.51,22.87,0.129,181,62.46,47.43,80.79,0,1,0,1,0
24.85,215.59,8.4,65,10.15,35.29,0.028,148,64.68,45.99,37.3,0,0,1,0,0
26.21,38.19,7.95,210,7.82,1.37,0.04,96,68.91,45.91,98.95,0,0,1,1,0
29.11,62.49,6.94,91,12.8,3.58,0.121,23,38.61,55.34,95.45,0,0,0,0,0
28.2,235.25,7.49,390,10.59,14.69,0.042,283,86.82,61.88,93.44,1,0,0,0,0
22.15,65.77,6.5,42,8.12,34.81,0.091,363,73.64,40.11,98.41,0,1,0,1,0
30.34,39.92,7.99,289,7.27,3.83,0.023,143,80.88,59.89,41.53,0,1,0,0,0
24.62,220.14,7.09,268,7.99,11.09,0.005,111,25.15,67.06,66.92,0,1,0,0,0
25.55,152.25,8.05,357,5.01,15.79,0.012,100,82.23,74.83,63.78,1,0,0,0,0
25.1,223.04,8.71,156,10.95,4.15,0.001,384,81.42,74.67,81.92,0,1,0,0,0
37.9,266.75,6.99,22,8.01,46.46,0.03,630,50.48,69.82,96.38,0,0,0,0,0
40.56,23.68,6.84,20,11.0,4.69,0.072,207,81.44,57.08,63.9,0,1,0,1,0
39.67,35.08,6.67,110,3.06,0.64,0.041,258,57.15,83.16,76.67,0,1,0,0,0
28.78,254.88,6.79,78,8.62,13.39,0.115,123,79.0,84.96,97.45,0,0,0,1,0
21.82,103.88,8.0,262,5.99,15.81,0.116,262,54.19,55.81,41.75,0,0,0,1,0
35.88,141.17,7.77,139,10.09,10.77,0.076,18,97.49,93.6,55.82,0,1,0,1,0
26.47,162.62,8.26,276,10.18,39.79,0.025,344,51.39,31.04,98.97,0,1,0,0,0
44.3,147.2,6.6,259,11.22,6.69,0.005,313,58.87,69.86,65.25,0,0,1,1,0
40.34,121.85,8.15,406,11.96,24.63,0.007,352,82.46,55.59,44.67,1,0,0,0,0
21.44,129.1,7.63,45,7.69,34.17,0.039,361,81.77,83.37,78.05,1,0,0,0,0
34.95,79.74,8.23,68,13.03,26.53,0.015,105,77.05,39.71,97.73,0,0,0,0,0
37.99,63.6,7.16,1,13.48,32.05,0.019,141,61.12,69.62,79.08,0,0,0,0,0
25.44,179.89,6.83,33,5.09,49.4,0.013,524,98.26,52.72,52.37,0,0,0,1,0
30.51,234.33,7.17,56,6.18,32.77,0.146,397,53.91,73.23,91.75,1,0,0,0,0
40.63,226.35,7.52,63,6.8,18.17,0.067,269,99.37,51.66,48.73,0,0,1,0,0
26.16,119.66,6.73,24,11.85,8.91,0.012,337,86.5,51.69,14.91,0,0,1,1,0
24.41,185.36,7.08,186,8.3,22.46,0.029,111,48.64,84.15,70.65,0,0,0,0,0
41.79,56.39,6.86,50,12.74,35.84,0.109,248,90.67,74.65,57.65,0,0,0,1,0
39.0,61.4,7.57,25,7.68,22.39,0.04,675,54.2,83.15,67.14,0,0,0,1,0
24.49,190.55,8.19,233,12.05,38.57,0.05,216,57.85,96.65,23.92,0,0,0,0,0
27.78,143.03,8.11,39,11.04,13.3,0.057,231,41.67,49.3,81.57,0,0,0,0,0
21.69,57.4,7.66,89,5.61,24.16,0.017,190,61.65,61.02,15.34,1,0,0,0,0
40.06,45.79,7.42,224,5.93,28.04,0.096,110,67.97,41.76,67.2,0,1,0,0,0
26.35,254.64,7.03,0,9.52,37.61,0.051,302,45.94,76.31,65.97,0,0,0,0,0
26.27,70.16,7.37,496,9.89,34.92,0.01,309,59.68,71.0,60.8,0,1,0,1,0
22.25,235.3,7.54,167,10.55,19.51,0.039,136,87.56,46.21,44.25,1,0,0,0,0
39.84,262.58,6.68,279,5.12,38.11,0.122,47,81.83,85.81,68.69,0,0,0,0,0
42.96,238.91,8.06,259,9.29,39.87,0.073,362,87.08,49.53,58.98,0,1,0,0,0
20.83,4.36,8.91,143,8.89,5.78,0.021,306,94.35,97.38,77.4,0,1,0,0,0
27.64,18.39,7.19,95,10.63,2.28,0.023,262,72.77,70.19,83.99,0,0,1,1,0
44.37,51.59,8.04,177,5.7,34.15,0.005,123,79.97,59.86,74.04,1,1,0,0,0
35.08,35.66,7.75,144,8.93,12.07,0.108,376,86.72,44.36,93.28,0,0,0,1,0
32.87,141.33,8.03,141,10.49,33.87,0.046,632,32.63,65.44,92.97,0,0,0,0,0
27.88,215.97,8.34,32,9.13,8.45,0.042,8,47.66,40.84,92.88,0,0,0,0,0
25.85,167.13,6.33,148,11.24,26.29,0.026,25,95.68,94.61,81.4,0,1,0,1,0
43.68,70.53,7.21,185,6.27,11.62,0.095,273,93.1,71.24,91.62,0,1,0,0,0
35.31,80.72,7.45,113,13.22,14.16,0.051,366,59.13,98.49,31.85,0,0,0,0,0
22.59,20.37,8.55,7,6.81,23.99,0.049,3,74.56,85.61,89.42,1,0,0,0,0
25.74,82.39,7.93,54,9.78,1.82,0.007,305,89.76,73.2,22.24,0,0,0,1,0
42.91,236.1,6.89,286,5.68,14.87,0.019,351,44.91,58.13,64.45,0,0,0,1,0
37.49,75.0,7.31,346,10.42,7.66,0.052,299,98.79,55.04,63.08,0,0,0,0,0
38.12,227.69,7.49,276,8.64,8.12,0.001,317,54.24,99.84,41.01,0,1,0,1,0
37.72,198.79,6.81,396,12.26,25.03,0.016,633,51.4,73.34,79.44,0,0,0,0,0
30.65,240.51,8.02,83,10.87,30.32,0.003,158,46.31,97.96,83.64,1,0,0,0,0
36.07,298.71,7.88,138,5.96,23.03,0.019,868,61.35,45.51,77.93,0,0,0,1,0
37.48,19.08,8.93,110,4.06,11.87,0.002,105,67.43,61.72,84.15,0,0,0,0,0
40.9,250.07,8.07,404,5.25,10.51,0.026,158,64.81,86.01,40.86,0,1,0,1,0
25.52,132.76,8.8,226,7.38,3.86,0.043,121,73.81,61.36,64.95,0,0,0,1,0
25.54,262.52,8.15,456,5.14,16.77,0.002,19,68.26,86.66,73.95,0,0,0,0,0
20.08,141.43,7.24,260,12.24,0.92,0.109,376,69.13,60.61,37.34,0,0,0,0,0
24.92,253.37,6.88,87,10.43,31.06,0.034,41,23.35,91.49,44.48,0,0,0,0,0
28.57,169.16,6.54,98,13.37,22.0,0.003,330,70.6,82.57,68.85,0,0,0,0,0
23.79,106.98,8.09,43,10.75,0.64,0.004,741,83.42,59.62,34.67,0,0,0,0,0
40.77,173.96,7.22,300,11.9,35.23,0.044,471,95.12,81.11,95.71,0,0,0,0,0
31.03,253.01,8.26,177,11.79,6.06,0.163,188,77.8,65.24,87.96,0,1,0,0,0
21.48,66.98,6.97,464,5.35,16.88,0.114,139,93.77,44.21,40.88,0,0,0,0,0
42.19,91.11,7.77,87,4.51,0.69,0.022,172,79.4,42.95,76.69,0,1,0,0,0
20.35,140.67,7.02,59,9.99,31.52,0.024,97,91.08,50.97,42.39,1,0,0,1,0
30.39,44.59,7.7,179,11.42,12.65,0.006,258,65.37,15.72,45.92,0,0,0,1,0
33.94,194.88,8.46,111,10.34,39.96,0.032,24,75.15,38.33,88.84,0,1,0,1,0
21.85,100.81,8.0,264,12.11,37.52,0.163,83,98.76,65.09,53.66,0,1,0,0,0
22.83,124.81,6.48,269,7.53,49.57,0.007,398,53.45,86.79,74.23,0,0,0,0,0
24.83,217.94,8.46,43,7.46,25.75,0.021,194,92.36,90.96,74.97,0,1,0,1,0
42.52,69.17,8.31,73,8.42,15.97,0.031,56,78.98,15.49,76.57,0,0,1,0,0
35.92,63.02,7.94,84,2.4,13.34,0.119,198,91.97,47.37,57.15,0,0,0,0,0
41.08,89.29,6.75,92,7.91,13.45,0.017,201,94.77,79.18,98.18,0,1,0,1,0
29.2,179.36,6.55,81,5.22,5.99,0.044,367,53.16,97.14,28.69,0,1,0,0,0
44.08,230.15,6.57,261,4.89,0.71,0.036,217,57.72,63.15,59.32,0,0,0,1,0
42.7,20.89,6.78,143,8.05,27.89,0.141,275,64.98,74.7,80.2,0,0,0,1,0
21.73,277.53,7.33,262,4.59,12.63,0.022,287,80.03,94.03,58.18,0,0,0,1,0
41.51,36.67,7.69,226,6.18,34.87,0.148,31,58.28,73.52,81.07,0,0,0,1,0
21.46,105.66,8.48,38,10.13,46.33,0.04,38,52.81,88.77,95.08,1,1,0,0,0
22.5,5.98,7.99,420,9.72,10.72,0.042,197,84.61,75.95,22.87,0,0,0,0,0
29.81,123.13,8.39,233,8.6,32.06,0.15,110,90.24,56.41,95.44,0,0,0,1,0
31.44,146.63,8.98,33,13.94,45.69,0.011,183,76.83,66.16,43.11,0,1,0,0,0
40.91,44.09,7.75,277,10.49,9.27,0.087,252,75.01,48.26,40.2,0,0,0,0,0
43.64,87.86,8.05,53,8.84,15.6,0.191,113,50.88,69.83,61.5,0,1,0,0,0
41.44,49.97,7.17,126,5.63,22.97,0.126,80,80.32,77.91,52.72,0,1,0,0,0
23.28,133.61,6.58,114,6.94,1.68,0.109,172,89.36,54.98,91.25,0,1,0,0,0
40.99,183.78,7.24,2,11.69,15.71,0.104,203,82.88,58.41,24.41,0,0,0,0,0
41.95,24.2,7.23,258,9.14,32.29,0.008,269,76.64,68.34,57.05,0,1,0,0,0
28.46,247.04,7.91,72,9.91,18.52,0.002,46,33.54,44.45,28.4,0,1,0,0,0
25.17,4.04,8.65,22,5.67,20.58,0.015,300,95.39,63.41,90.64,1,0,0,0,0
28.91,259.82,7.57,85,3.32,35.03,0.034,280,99.23,73.53,77.91,1,0,0,0,0
24.96,52.89,8.32,54,7.19,37.84,0.03,96,98.95,54.28,86.14,1,1,0,0,0
32.6,278.7,7.56,97,8.23,30.2,0.012,218,67.42,49.39,46.39,0,0,0,0,0
28.29,96.64,7.23,274,10.85,10.23,0.199,288,78.51,82.0,24.67,0,0,0,0,0
42.38,127.45,8.07,391,5.28,32.64,0.049,491,89.2,85.7,71.25,0,0,0,0,0
26.3,245.65,8.16,92,12.71,16.13,0.05,315,44.05,58.47,62.62,0,0,0,0,0
40.42,194.85,6.73,181,8.8,47.31,0.033,3,85.78,51.84,60.01,0,1,0,0,0
29.67,11.8,7.17,118,13.12,8.97,0.028,237,90.05,86.76,65.65,1,0,0,0,0
31.59,287.92,7.97,104,2.3,4.23,0.05,296,55.38,77.61,45.68,0,0,0,1,0
44.12,295.43,6.08,33,8.08,5.72,0.019,193,65.94,54.04,70.83,0,0,1,0,0
26.47,186.42,6.53,8,8.68,34.03,0.035,297,68.5,69.48,81.1,1,0,0,1,0
20.19,70.05,7.62,198,7.84,25.79,0.008,264,78.0,97.17,15.36,0,0,1,0,0
21.91,248.49,8.58,134,5.44,10.93,0.021,230,71.12,53.42,95.16,1,0,0,0,0
38.72,201.11,7.22,124,6.42,29.96,0.136,280,33.21,58.18,68.75,0,0,0,0,0
23.18,155.65,7.2,122,5.51,44.5,0.146,318,64.97,98.75,56.7,0,0,0,0,0
24.68,249.59,7.93,199,6.44,40.44,0.03,366,73.99,40.37,52.23,0,0,1,0,0
30.88,124.13,6.78,277,6.65,14.74,0.159,15,99.09,64.83,82.19,0,0,0,1,0
37.02,187.44,7.73,9,7.24,7.3,0.015,330,55.18,44.67,75.05,1,1,0,0,0
20.49,13.31,8.26,137,11.95,13.24,0.033,496,93.03,69.45,99.38,0,0,0,0,0
34.97,268.29,7.56,209,13.39,19.97,0.046,160,93.85,20.92,74.68,0,1,0,0,0
35.03,209.44,7.85,41,7.1,28.09,0.157,388,29.44,96.41,61.69,0,0,0,0,0
24.62,158.36,8.17,487,6.13,24.32,0.099,147,72.08,51.06,58.69,0,0,0,0,0
36.52,2.25,7.47,54,9.99,1.94,0.029,382,96.08,22.97,90.81,1,0,0,0,0
23.63,286.22,7.01,254,6.51,47.76,0.017,322,92.67,79.68,75.12,0,1,0,0,0
31.48,292.45,6.46,52,7.23,20.78,0.042,134,53.1,84.31,82.94,0,1,0,0,0
36.51,158.18,6.61,23,8.57,38.47,0.015,5,28.54,94.95,18.9,0,1,0,0,0
44.11,101.42,7.69,265,7.07,22.2,0.102,20,78.95,64.16,16.62,0,0,0,0,0
29.23,30.8,7.15,293,6.35,27.36,0.032,516,73.67,80.6,30.98,0,0,0,0,0
23.39,293.23,6.69,55,6.7,16.75,0.025,178,90.99,44.55,45.11,0,1,0,0,0
32.44,6.02,7.11,124,12.31,33.3,0.153,296,89.61,83.48,59.96,1,0,0,0,0
20.93,102.16,7.81,291,2.55,38.51,0.001,296,61.08,76.61,14.95,0,0,0,0,0
22.18,64.81,8.16,292,9.64,27.54,0.04,161,95.64,23.0,74.44,0,1,0,0,0
39.47,216.65,6.52,437,10.26,13.6,0.041,172,75.19,96.5,91.15,0,0,0,0,0
44.83,98.07,6.45,103,6.68,33.73,0.05,280,65.49,40.86,80.59,0,1,0,0,0
44.91,196.0,8.41,278,10.88,26.72,0.031,81,98.95,63.34,71.73,0,0,1,1,0
22.4,263.46,6.94,35,13.96,47.96,0.085,119,73.55,51.18,99.95,0,1,0,0,0
28.19,215.74,8.05,163,12.65,15.34,0.114,105,87.91,82.6,15.02,0,0,0,0,0
34.06,136.24,7.57,98,6.12,25.93,0.128,24,95.86,51.97,76.71,1,0,0,0,0
31.83,6.36,7.26,221,10.0,28.77,0.032,145,55.92,57.82,72.8,0,0,1,1,0
20.59,200.91,7.15,62,6.17,2.75,0.111,215,64.36,86.75,55.49,0,1,0,1,0
27.34,42.2,7.01,62,13.15,37.47,0.041,147,53.51,99.44,50.79,0,0,1,0,0
22.68,28.61,7.98,6,9.55,20.62,0.012,198,31.3,99.72,17.89,0,0,0,1,0
32.25,78.18,8.27,229,7.89,0.63,0.083,146,94.01,88.93,72.8,0,0,0,0,0
36.58,96.48,7.87,165,9.6,20.01,0.165,334,72.56,49.44,72.69,0,0,0,0,0
22.04,90.82,6.88,45,6.89,18.22,0.044,40,87.51,95.03,34.76,0,0,1,1,0
30.4,126.68,7.23,366,13.76,18.25,0.038,569,79.88,63.77,73.97,0,1,0,0,1
22.5,35.83,8.04,176,6.34,29.23,0.159,625,96.21,66.31,94.08,1,1,0,0,1
21.63,175.65,8.83,97,13.86,31.61,0.012,724,96.21,66.59,74.36,0,0,1,0,1
25.35,209.95,8.95,2,9.66,37.25,0.114,210,63.31,18.93,81.22,0,0,0,0,1
35.87,264.34,7.81,186,7.26,8.6,0.076,480,85.29,88.59,12.35,0,1,0,1,1
43.41,207.7,6.2,79,10.05,3.87,0.016,332,46.1,24.1,79.02,0,0,0,0,1
21.43,118.42,8.42,72,12.46,48.23,0.108,439,62.26,42.96,50.36,0,1,0,0,1
33.31,185.91,8.72,28,12.48,15.6,0.151,162,51.11,43.07,61.56,0,1,1,1,1
37.95,30.0,7.95,431,5.75,18.79,0.027,151,52.03,11.72,66.19,0,0,0,1,1
37.32,174.1,6.54,429,13.93,31.47,0.032,867,66.17,43.26,68.75,0,1,0,0,1
41.8,134.09,7.1,65,12.18,2.16,0.101,527,87.61,98.32,82.72,0,1,0,1,1
29.58,190.41,8.09,151,8.32,14.82,0.032,922,96.0,93.01,89.82,0,0,1,0,1
21.39,166.74,7.75,357,5.94,30.5,0.032,658,81.18,84.71,81.05,1,0,0,0,1
32.18,235.72,6.04,316,6.4,19.69,0.009,273,50.53,80.22,24.49,0,0,0,1,1
35.26,220.04,6.6,268,6.81,26.93,0.174,526,99.66,17.95,94.29,0,0,0,0,1
40.25,39.76,7.32,362,13.01,31.1,0.157,281,68.97,81.45,12.92,1,0,0,0,1
33.23,29.59,7.35,148,7.17,49.76,0.0,66,96.58,97.72,19.89,1,1,1,0,1
41.83,8.73,6.52,51,3.67,17.03,0.083,264,65.71,55.2,57.87,0,0,1,1,1
27.48,215.81,8.97,139,12.92,35.57,0.038,396,72.87,60.15,63.84,1,0,1,1,1
43.31,141.24,7.57,424,5.27,17.3,0.175,380,52.38,46.81,31.98,0,0,0,0,1
44.96,168.47,8.47,36,13.68,14.36,0.145,568,84.44,28.72,44.14,0,0,0,1,1
37.46,68.17,8.07,88,8.93,10.43,0.162,16,43.69,49.45,58.26,1,1,0,0,1
20.4,103.82,6.2,152,13.46,27.52,0.078,297,77.93,47.6,99.55,0,1,1,0,1
33.04,207.26,7.79,263,2.78,3.08,0.186,146,94.36,94.53,65.18,0,0,0,1,1
29.71,208.86,6.27,233,5.91,37.34,0.177,212,62.27,21.58,31.6,0,0,0,0,1
32.37,156.56,6.72,286,9.89,6.23,0.011,882,71.99,46.07,99.79,0,1,0,0,1
34.05,189.26,7.72,238,10.47,27.27,0.009,9,91.23,69.22,64.77,1,1,1,0,1
40.47,57.64,6.79,67,7.04,11.49,0.01,617,36.57,70.16,50.76,1,0,0,0,1
42.29,230.85,7.44,42,12.99,37.68,0.007,896,85.02,29.16,80.14,1,1,0,0,1
32.2,33.81,6.8,225,12.82,47.5,0.197,731,53.61,79.64,76.89,0,1,0,0,1
23.33,150.0,6.65,256,2.14,5.0,0.117,234,65.57,49.32,71.75,0,0,0,1,1
27.44,186.76,8.27,415,8.53,34.6,0.014,481,90.64,74.89,33.88,1,0,0,0,1
40.48,118.11,7.01,407,2.33,1.62,0.01,346,31.61,75.62,72.31,0,0,1,0,1
20.67,187.96,7.93,209,5.15,22.96,0.063,184,44.22,96.25,58.16,0,0,1,0,1
34.79,54.73,7.68,215,2.85,15.33,0.057,172,28.86,46.34,85.98,0,1,0,0,1
44.19,17.04,6.89,304,6.29,31.84,0.128,395,82.74,74.65,17.45,1,0,0,1,1
