temperature,rainfall,ph,turbidity,dissolved_oxygen,nitrate,lead,bacterial_count,clean_water_percentage,sanitation_level,healthcare_access,symptom_diarrhea,symptom_fever,water_dirty,water_scarcity,outbreak_risk
32.55,281.35,7.36,297,10.08,26.26,0.2,631,41.03,95.16,14.76,1,1,1,1,1
34.88,16.09,6.29,68,12.8,33.76,0.179,810,46.9,48.53,78.13,0,1,0,0,2
21.68,150.29,6.41,440,4.92,10.74,0.085,578,30.21,46.67,67.72,1,0,0,0,0
38.75,112.49,7.64,170,3.46,49.73,0.034,697,74.32,67.52,74.62,1,1,0,1,0
25.25,187.76,5.64,100,12.03,16.41,0.006,505,60.72,70.07,18.62,0,0,0,1,1
42.45,238.08,8.89,139,13.0,15.75,0.03,424,69.11,50.07,39.59,1,1,1,1,1
25.13,84.18,8.72,205,4.58,21.15,0.107,231,44.25,92.74,51.35,1,1,0,0,0
24.77,167.04,6.83,319,10.66,37.25,0.163,575,72.28,14.7,64.23,1,1,0,0,0
20.91,212.62,7.3,363,9.09,43.66,0.073,869,33.17,78.08,82.25,0,1,1,1,1
31.8,40.33,7.13,306,4.87,16.2,0.087,301,72.2,28.71,97.92,0,0,0,1,1
34.12,244.22,8.59,72,11.88,5.94,0.095,443,26.49,54.58,17.4,0,1,0,1,2
21.64,181.83,7.91,59,7.65,12.81,0.004,743,52.02,86.63,67.75,1,1,1,1,0
39.39,284.86,6.47,454,10.4,4.21,0.035,910,68.78,39.66,22.14,1,0,1,0,0
31.33,101.86,7.06,335,5.62,31.52,0.1,538,88.43,90.97,36.99,0,1,0,1,1
33.11,32.44,7.0,155,11.79,37.03,0.056,185,84.99,50.56,79.48,0,1,1,0,0
31.02,151.95,8.86,123,5.17,21.46,0.105,151,62.16,73.25,99.47,0,0,0,0,2
30.02,25.74,6.11,454,6.38,47.64,0.022,930,90.67,75.04,57.38,0,0,0,0,2
33.99,290.86,5.81,13,6.7,36.38,0.161,534,60.47,33.47,41.78,1,0,1,1,0
23.88,11.61,8.58,415,4.48,18.98,0.157,519,61.37,91.06,29.27,0,1,1,0,1
24.55,226.05,8.64,263,12.49,5.11,0.134,891,77.64,21.22,80.43,1,1,0,0,2
41.54,157.53,8.55,26,3.36,24.69,0.106,213,90.22,63.11,91.33,1,0,0,0,1
43.65,110.59,7.29,244,8.76,25.19,0.078,655,68.22,93.61,86.37,1,0,1,1,2
29.33,19.75,7.81,49,11.77,27.53,0.137,965,95.54,12.79,55.87,1,1,1,0,1
26.77,186.65,7.47,186,8.97,34.12,0.156,486,38.61,57.81,63.02,0,1,1,1,2
36.1,175.57,5.74,56,5.92,13.22,0.162,956,93.94,32.18,85.3,0,0,1,0,0
30.22,84.26,7.59,258,11.38,0.12,0.07,876,37.73,27.32,93.6,1,0,1,1,0
20.63,273.07,5.55,154,7.99,40.64,0.039,697,62.11,31.04,94.51,0,0,0,0,0
23.9,91.23,6.64,477,3.96,41.18,0.068,412,83.68,91.24,72.08,0,1,0,0,0
37.9,134.92,8.76,33,5.8,45.58,0.002,766,84.13,48.3,27.25,1,1,0,1,2
36.47,163.13,6.56,25,9.1,48.45,0.085,318,42.25,31.23,38.17,0,1,1,1,2
20.68,30.07,8.79,249,9.91,7.96,0.055,665,98.87,93.48,33.96,1,1,1,0,2
25.55,279.65,6.38,484,8.58,17.69,0.158,904,26.45,38.95,25.61,0,0,0,1,0
25.78,112.36,6.6,423,5.26,42.57,0.135,402,22.78,75.11,32.57,0,1,0,0,1
36.8,24.23,7.7,370,9.13,46.7,0.005,838,87.32,58.35,88.29,0,0,1,1,0
20.49,116.19,8.17,85,5.99,0.73,0.029,623,85.52,71.12,79.33,0,1,1,1,1
22.6,180.06,7.25,159,4.7,19.38,0.108,792,77.03,26.44,13.94,1,1,0,0,1
40.0,154.1,8.59,424,13.35,5.67,0.124,535,88.06,71.07,23.29,0,1,1,1,1
24.46,208.36,5.64,385,5.78,39.42,0.154,38,31.0,91.52,98.63,0,1,0,0,2
36.32,16.65,8.73,366,6.03,37.36,0.194,686,27.66,19.08,30.34,1,0,0,1,1
25.95,85.36,6.19,199,12.76,37.72,0.14,700,97.55,39.39,67.1,1,1,0,1,0
22.49,245.77,8.59,105,3.71,19.51,0.109,612,69.94,97.53,28.5,1,1,1,0,1
26.08,23.97,6.9,390,9.02,20.31,0.083,737,93.59,30.27,31.03,1,1,1,0,1
38.06,256.65,8.41,274,11.4,13.09,0.148,156,92.52,15.36,54.87,1,0,1,0,2
41.39,27.57,7.85,288,5.28,18.04,0.187,865,72.25,14.96,53.89,1,1,1,1,0
40.76,250.34,6.12,257,12.13,49.15,0.085,787,70.28,34.78,68.16,0,0,1,0,0
29.93,108.24,8.71,450,11.24,2.33,0.117,772,48.8,54.54,25.14,1,1,0,0,2
36.7,183.66,6.36,219,7.83,16.2,0.041,235,31.93,34.19,33.64,1,1,0,0,2
25.12,45.87,6.35,461,3.42,39.5,0.171,419,74.93,35.28,66.17,0,0,0,1,2
27.33,19.85,8.35,14,13.64,19.12,0.143,477,85.43,84.83,18.77,0,0,1,1,0
42.41,64.78,5.87,20,9.49,47.5,0.071,378,63.57,79.02,91.84,0,1,1,0,0
20.33,38.36,6.28,333,8.21,16.61,0.175,701,24.07,37.98,26.09,0,0,1,0,1
22.14,93.72,7.26,58,12.63,42.49,0.194,689,31.59,41.04,49.46,1,0,1,1,2
25.2,154.31,8.41,359,7.06,40.75,0.058,787,28.16,97.27,19.78,1,1,1,1,1
20.66,176.63,6.02,81,8.76,0.46,0.037,650,72.63,95.51,71.64,1,1,1,1,2
24.54,236.96,7.42,117,12.3,20.15,0.166,124,65.18,97.58,39.42,1,0,0,1,0
34.58,196.87,7.99,112,6.72,14.03,0.116,468,57.32,94.53,16.63,0,1,0,0,2
30.54,182.63,8.51,294,11.27,23.98,0.177,147,63.47,66.53,63.34,0,1,0,0,1
42.32,123.53,8.77,275,5.07,23.14,0.07,773,42.08,37.75,98.26,1,0,0,0,2
40.44,142.14,8.25,256,10.43,45.28,0.116,684,84.38,97.25,88.38,0,0,1,1,1
28.55,124.36,7.78,328,8.13,9.18,0.115,281,46.28,76.85,73.26,0,1,0,0,1
26.49,252.65,7.02,264,3.98,9.11,0.038,150,71.54,74.01,11.14,0,1,1,0,0
29.49,69.0,5.89,234,3.63,5.4,0.198,388,51.27,81.79,87.39,0,0,0,1,0
34.76,1.72,7.98,50,7.49,36.93,0.133,920,25.77,63.86,90.71,1,1,1,1,2
26.7,195.4,8.97,165,10.53,45.89,0.133,476,40.56,62.49,13.42,1,1,1,0,2
35.6,60.74,8.08,230,9.24,18.43,0.059,3,97.21,42.52,21.01,0,0,0,1,2
30.24,267.03,5.56,220,12.26,3.09,0.13,858,35.24,23.57,50.63,1,1,0,1,1
33.8,257.71,7.24,270,6.68,7.8,0.167,905,28.39,49.47,46.19,0,0,0,1,2
30.9,23.02,7.65,83,12.12,5.12,0.163,161,43.29,56.56,36.5,0,1,0,1,2
27.36,31.92,7.91,229,2.44,29.62,0.184,602,90.23,89.0,27.81,1,0,0,0,2
43.71,148.55,8.02,296,6.39,14.11,0.03,441,44.48,46.14,59.42,0,0,1,1,0
39.09,182.77,7.45,221,2.88,44.87,0.037,775,53.39,89.47,79.42,1,0,1,1,0
23.5,82.47,6.28,430,13.03,8.11,0.142,125,44.81,38.58,94.33,1,0,1,0,1
41.71,215.04,8.8,153,7.7,46.51,0.162,947,99.12,95.02,37.1,0,0,0,1,0
32.19,178.47,7.94,53,5.79,16.64,0.135,115,99.99,13.5,73.29,1,1,1,0,0
42.36,97.45,6.33,118,7.91,43.37,0.029,866,58.62,57.28,80.94,0,1,1,1,0
40.0,7.61,6.63,197,8.39,47.45,0.119,539,82.79,38.94,53.02,0,1,0,0,2
30.63,225.05,8.73,422,12.15,49.32,0.15,136,37.6,36.5,92.9,1,1,1,1,1
20.56,64.43,8.61,272,8.51,40.18,0.027,673,49.94,17.15,12.07,1,1,1,1,2
26.72,250.34,6.92,197,7.18,5.08,0.011,186,74.35,71.32,91.04,0,1,0,1,2
33.54,126.09,5.63,127,13.54,2.77,0.051,477,42.91,45.33,90.33,0,0,1,0,1
35.84,173.12,5.67,91,13.62,36.99,0.018,400,37.98,95.41,22.33,0,0,0,0,1
26.45,261.88,6.49,8,2.46,44.85,0.03,379,93.78,74.12,49.55,0,1,1,0,0
23.48,259.09,7.7,474,10.48,8.3,0.041,32,39.54,49.86,56.43,0,0,1,0,0
40.87,111.46,7.54,226,6.46,47.05,0.106,823,24.74,66.46,46.18,0,1,1,1,2
44.61,62.67,7.72,45,10.1,30.51,0.031,828,80.09,15.94,90.6,1,0,0,0,0
33.14,232.54,8.01,133,9.64,6.2,0.121,988,39.46,63.02,74.17,0,0,1,0,0
24.29,129.92,5.57,451,5.96,8.35,0.058,880,56.01,69.95,21.12,0,0,0,0,2
26.81,57.61,5.87,15,13.84,3.3,0.062,804,28.92,19.55,93.39,1,0,0,1,2
20.46,271.33,6.76,214,6.29,7.16,0.193,12,25.48,71.42,14.16,1,0,1,0,0
42.86,59.43,6.04,111,9.58,36.61,0.161,924,56.84,52.66,63.61,1,1,0,1,2
22.94,7.74,5.76,342,11.76,10.94,0.085,295,46.97,53.17,57.04,1,1,1,1,2
34.41,6.08,7.74,156,3.75,28.08,0.089,253,60.47,75.12,16.52,0,1,0,1,0
26.85,186.69,8.35,424,5.61,36.05,0.023,358,97.26,50.48,72.63,0,0,0,0,1
33.85,198.5,8.13,451,4.39,44.76,0.169,822,52.59,31.09,96.63,1,0,0,0,1
36.29,93.31,8.36,317,11.38,29.5,0.001,13,68.21,36.85,51.26,0,1,1,1,1
40.74,96.0,7.83,359,11.61,28.49,0.029,263,27.81,76.45,56.25,1,1,0,1,0
25.16,101.85,8.07,375,5.07,45.64,0.107,159,90.87,16.39,44.55,1,1,0,1,2
20.27,204.05,6.45,423,2.05,14.75,0.038,906,84.47,85.67,88.77,0,1,1,0,1
23.42,17.44,8.98,445,7.08,10.19,0.127,738,61.79,62.4,93.5,1,1,1,0,0
42.5,278.73,6.14,407,10.25,43.64,0.001,324,34.67,75.43,45.74,0,0,0,1,0
41.85,66.76,6.25,389,9.47,3.73,0.02,689,54.08,40.93,90.18,0,0,1,1,0
34.94,299.9,6.51,295,7.35,9.48,0.153,676,43.79,30.05,28.39,0,1,1,0,2
35.01,51.46,8.91,197,5.62,20.56,0.115,44,99.56,82.41,51.21,1,1,1,0,2
36.63,231.46,8.96,57,7.69,18.06,0.004,452,59.27,19.2,32.67,0,0,0,1,0
24.38,67.02,8.28,397,2.18,35.3,0.041,833,53.78,24.93,30.15,1,0,0,1,0
42.86,24.25,7.7,77,2.89,4.59,0.048,665,33.52,35.64,87.13,0,1,0,0,0
30.47,262.48,7.32,241,3.95,23.86,0.17,797,39.13,41.61,74.28,1,0,1,0,1
29.58,257.63,8.9,428,9.5,40.43,0.117,332,76.93,28.33,16.02,0,0,0,0,0
32.97,121.07,7.93,366,4.63,34.17,0.108,891,62.79,92.14,78.17,0,1,1,0,2
21.17,210.72,8.81,98,7.08,31.58,0.017,549,48.64,12.45,61.56,0,1,1,0,0
24.16,167.12,6.61,5,9.46,11.97,0.131,103,43.76,82.31,80.83,0,1,1,0,0
38.45,255.89,6.67,278,11.97,19.68,0.031,154,36.06,47.0,63.4,1,0,0,1,0
22.07,94.52,8.49,317,8.6,9.04,0.104,80,22.71,85.25,43.97,0,0,1,1,1
35.08,157.1,6.02,211,4.13,25.45,0.119,178,98.17,81.64,54.55,0,1,0,0,0
26.13,145.61,8.81,272,13.42,29.21,0.168,398,80.25,20.89,22.75,1,1,1,0,1
29.73,106.17,7.28,83,3.08,31.56,0.161,317,94.23,69.98,37.95,1,1,1,0,1
27.22,267.44,8.74,111,6.41,43.8,0.038,608,53.0,44.06,12.01,1,1,0,1,2
28.89,49.76,6.68,197,13.06,3.09,0.183,29,89.55,83.89,46.56,0,1,0,0,0
37.98,44.85,8.01,359,9.23,19.42,0.001,159,40.5,86.59,18.21,0,1,0,1,0
27.43,173.07,7.19,380,9.95,29.55,0.066,433,60.79,27.01,69.46,1,0,0,1,0
34.16,197.25,7.69,27,5.62,28.51,0.013,6,36.2,53.08,92.13,1,0,0,0,1
31.9,58.39,7.27,140,2.94,1.09,0.144,806,81.63,63.5,76.66,0,0,0,1,0
36.59,117.22,8.88,412,6.39,9.47,0.1,444,59.81,58.97,28.67,0,1,0,1,2
43.42,283.97,7.92,172,6.83,42.29,0.035,783,62.9,32.66,55.64,1,0,1,0,1
38.31,73.99,6.38,19,5.24,25.77,0.017,714,88.76,34.52,74.08,1,1,0,0,2
25.37,200.51,8.68,441,4.59,20.68,0.045,932,79.14,87.24,82.51,1,1,1,0,2
20.78,222.04,6.53,464,6.27,45.01,0.184,308,97.3,12.94,35.47,1,1,1,1,0
26.56,134.44,6.8,116,9.67,3.75,0.136,589,52.43,33.61,52.94,1,1,0,1,2
34.88,281.26,5.86,53,13.39,46.12,0.048,662,56.92,30.08,19.39,1,1,0,0,1
21.29,221.0,8.65,226,10.45,1.39,0.179,377,69.23,43.36,75.37,0,0,0,1,2
32.41,137.38,6.5,108,11.36,28.13,0.027,186,56.26,71.75,49.13,0,1,0,0,1
34.92,170.8,6.41,230,5.67,27.75,0.138,350,53.57,57.9,13.75,1,1,0,1,2
28.36,207.78,8.72,319,3.26,31.95,0.085,27,47.25,58.66,57.65,0,1,0,0,0
39.27,177.66,8.32,307,5.5,1.48,0.054,489,86.55,75.82,81.23,0,1,0,1,0
22.66,263.61,5.99,228,6.83,26.53,0.052,964,62.68,83.09,14.0,1,0,1,0,1
21.88,107.07,8.19,298,10.28,5.68,0.1,343,68.59,24.39,46.3,1,0,0,0,2
38.2,89.97,8.7,86,13.27,7.8,0.186,690,36.33,19.72,53.37,1,0,0,0,1
32.39,64.15,5.77,273,11.71,10.77,0.148,721,40.14,37.11,99.96,1,1,0,1,1
37.21,11.33,8.39,227,5.2,30.66,0.132,505,47.18,84.48,29.68,0,1,0,1,0
30.87,12.9,7.42,339,11.84,19.5,0.175,195,57.23,58.76,83.72,0,0,1,1,0
26.16,261.02,7.84,309,6.94,4.27,0.114,254,23.51,22.85,23.13,0,0,0,1,2
40.48,203.52,7.22,315,4.11,14.45,0.038,214,91.07,24.74,96.76,1,0,1,1,2
39.99,198.16,7.94,378,7.54,3.83,0.195,712,92.3,90.84,37.6,1,1,0,0,0
37.37,184.39,5.62,70,8.76,33.21,0.107,114,72.93,43.03,23.1,0,1,0,1,1
26.8,254.77,8.17,227,11.16,27.87,0.063,650,45.28,32.98,44.36,0,0,1,0,0
34.76,144.08,5.62,489,6.2,20.38,0.156,802,50.83,72.44,11.37,1,1,1,0,0
29.02,261.12,7.09,384,3.76,46.38,0.093,138,78.72,87.47,19.8,0,0,0,1,2
22.29,107.83,6.03,112,3.13,25.94,0.002,710,42.9,49.82,54.65,1,1,0,0,2
42.93,278.01,8.38,292,3.35,44.38,0.064,528,68.71,81.2,94.66,1,0,0,1,2
23.42,209.6,6.6,304,13.4,28.95,0.091,54,92.5,48.7,50.04,0,0,1,1,2
43.76,77.15,7.09,290,13.42,18.84,0.075,593,52.84,72.23,69.42,0,0,0,0,0
31.15,169.23,7.0,104,13.63,26.95,0.11,537,66.96,61.73,73.64,0,0,0,1,0
24.63,159.91,8.2,450,5.63,7.59,0.037,558,94.29,90.5,13.29,0,1,1,1,0
33.55,41.37,7.18,290,4.3,33.74,0.114,509,47.25,39.25,38.99,0,0,0,0,2
41.82,177.37,8.26,476,13.77,49.11,0.197,496,80.77,79.34,99.73,1,1,0,1,0
38.31,94.44,5.76,8,13.86,12.37,0.151,537,80.41,71.55,10.63,1,0,0,1,0
40.16,15.7,6.17,164,2.94,16.16,0.137,312,94.28,85.49,52.32,0,0,0,1,0
36.47,284.6,7.43,59,11.03,20.3,0.04,208,88.69,64.68,85.37,1,0,0,1,1
37.31,192.45,8.81,311,5.46,24.17,0.116,119,79.91,51.41,35.96,0,0,0,1,1
41.23,263.08,5.76,105,12.91,35.96,0.164,457,70.92,14.45,99.7,1,1,1,0,2
26.24,202.82,5.65,110,3.07,6.83,0.048,221,39.3,85.57,53.75,1,1,0,0,1
32.24,107.1,6.05,88,12.66,15.12,0.017,590,73.65,91.89,92.26,0,1,0,0,2
25.53,153.81,7.74,267,2.03,26.93,0.132,502,42.12,50.47,57.55,0,0,0,1,0
44.69,202.72,6.9,229,8.26,29.48,0.135,943,55.2,30.0,45.79,1,0,0,0,0
43.6,288.08,8.39,326,6.03,26.83,0.161,793,76.78,68.24,73.91,1,1,1,0,0
20.99,76.1,5.75,70,7.13,21.77,0.126,40,73.99,20.95,96.24,1,0,1,0,0
37.64,262.49,6.19,118,7.21,35.57,0.17,667,52.1,13.68,43.85,1,0,1,1,1
43.13,277.22,6.55,387,9.84,10.22,0.053,402,34.61,36.11,87.84,1,1,1,0,0
24.51,201.12,7.69,444,2.28,14.14,0.007,0,58.73,71.19,69.36,0,0,1,0,0
34.2,279.38,7.9,428,10.3,22.22,0.147,767,41.6,83.28,44.07,0,1,0,1,2
42.89,119.36,5.93,494,2.27,34.78,0.077,33,40.43,24.12,14.99,0,0,1,0,1
20.85,285.9,8.8,350,4.22,4.12,0.042,869,46.14,95.15,38.03,1,1,1,0,2
37.44,210.83,6.69,433,9.28,5.78,0.01,343,76.5,59.69,84.82,0,1,1,0,0
27.43,12.6,8.0,305,3.04,39.12,0.151,424,59.78,93.27,18.56,1,0,0,0,0
43.11,272.06,7.33,102,13.89,13.05,0.165,855,49.85,23.48,61.5,0,0,1,1,1
44.28,145.34,6.28,201,11.41,48.17,0.078,977,92.05,51.22,56.07,1,0,0,0,1
43.61,138.1,8.46,431,10.47,48.07,0.177,64,76.54,48.77,69.55,0,0,0,1,0
31.86,169.94,8.36,22,5.21,34.3,0.083,766,59.57,47.05,94.51,0,0,0,1,1
41.55,44.82,6.89,89,2.58,35.84,0.19,585,53.7,93.77,77.66,1,0,0,0,0
41.11,140.75,7.56,470,13.75,32.55,0.197,515,85.51,86.45,55.96,1,0,1,1,0
27.98,249.34,6.4,92,3.77,8.87,0.164,397,33.83,81.48,84.73,0,0,0,0,1
40.72,4.64,7.91,263,11.97,25.02,0.051,958,73.13,35.75,73.15,0,0,0,0,0
20.93,81.88,6.58,466,4.37,39.65,0.073,20,21.68,40.51,90.6,1,0,1,1,1
34.91,0.74,8.45,284,6.49,38.73,0.107,831,20.56,33.34,75.19,1,1,0,0,2
25.75,124.71,6.26,170,10.32,44.94,0.066,153,94.54,81.41,77.77,0,1,0,0,0
23.01,218.49,5.55,308,13.34,45.04,0.164,869,61.12,45.35,17.56,0,1,0,1,2
21.92,239.63,6.44,389,2.24,13.07,0.186,243,45.21,98.08,10.34,0,1,1,1,2
37.41,283.56,6.17,220,5.13,36.09,0.197,68,83.58,42.79,96.01,0,1,1,0,1
28.5,182.55,7.28,23,11.18,32.57,0.067,974,98.79,25.28,32.68,0,1,0,1,0
38.12,76.39,6.21,375,4.08,44.29,0.054,919,22.75,93.69,24.86,0,0,0,0,0
21.63,277.24,8.17,201,3.34,9.17,0.032,521,23.04,80.44,24.28,1,0,0,0,1
27.88,232.59,6.34,498,2.55,36.99,0.009,610,88.38,62.49,76.41,0,0,1,0,2
33.49,172.33,7.97,123,8.03,21.17,0.035,464,64.54,87.26,14.18,0,1,0,0,0
39.77,208.69,7.52,141,11.21,19.72,0.057,31,90.62,95.45,69.49,1,1,0,0,0
27.97,277.29,8.95,51,13.54,1.79,0.078,584,75.57,87.52,61.43,1,1,1,1,0
35.65,213.72,9.0,69,5.21,48.07,0.022,414,57.65,91.41,23.26,1,1,1,0,0
42.15,110.51,8.54,259,3.46,33.79,0.164,232,32.91,34.41,22.19,1,0,1,1,1
35.4,213.91,8.16,185,6.83,29.54,0.124,398,51.19,55.98,21.94,0,1,1,1,1
25.82,12.08,6.85,371,2.67,12.56,0.113,177,82.97,81.58,33.36,1,0,0,0,1
20.61,115.92,8.14,206,5.98,32.92,0.109,514,38.71,57.34,67.76,1,0,0,1,2
41.75,121.9,8.85,292,9.72,47.28,0.058,103,76.99,67.77,28.62,1,1,0,1,1
20.53,50.05,5.58,303,4.02,8.16,0.188,34,39.79,93.06,69.41,1,0,0,0,2
41.87,6.93,7.38,377,9.58,49.19,0.046,626,57.08,36.58,97.45,0,1,1,0,0
33.22,40.01,6.26,38,13.66,21.37,0.134,309,26.83,58.55,87.59,0,0,1,0,1
43.48,196.39,7.45,347,12.37,48.91,0.051,716,56.4,60.72,81.83,1,0,1,1,1
39.97,240.69,7.13,65,6.28,31.69,0.198,853,69.02,42.36,95.42,0,0,0,1,2
44.95,296.46,7.52,12,7.06,16.21,0.182,111,65.07,43.14,65.12,1,0,0,1,0
28.77,103.91,7.43,193,7.03,18.72,0.053,710,52.52,79.21,79.2,1,0,1,0,0
39.18,179.81,8.86,315,12.32,14.53,0.197,761,49.58,93.66,79.65,0,0,1,1,1
30.05,281.14,7.43,381,13.93,16.74,0.125,851,42.03,67.04,97.71,1,1,1,0,1
32.0,50.11,8.46,424,11.91,32.33,0.146,100,81.37,53.91,68.25,0,1,1,0,2
35.69,215.29,6.62,287,8.7,0.83,0.057,409,82.61,77.53,34.58,0,1,1,1,0
41.84,226.49,7.03,435,3.17,48.38,0.043,594,58.64,99.8,27.61,1,1,1,0,0
44.6,26.69,7.15,132,13.45,38.43,0.172,221,50.6,17.42,37.6,1,0,0,1,0
39.21,258.37,6.48,194,12.32,47.05,0.055,353,70.99,68.64,78.56,0,0,0,0,0
30.44,243.93,6.83,321,12.1,35.88,0.184,802,64.62,60.05,69.09,0,0,0,0,2
30.53,10.02,7.59,77,6.7,24.05,0.073,667,73.38,64.92,29.73,1,1,0,1,1
38.44,27.33,7.53,249,7.37,9.49,0.002,610,44.48,12.05,87.38,1,0,1,0,1
25.97,14.74,7.73,231,3.44,25.82,0.118,764,83.07,96.01,98.32,1,1,0,0,2
22.76,100.42,6.73,179,13.25,35.58,0.071,737,45.34,17.69,78.15,0,1,0,1,1
28.87,152.79,6.61,381,13.32,42.71,0.195,239,53.5,37.67,15.59,1,0,0,1,0
27.18,159.7,7.64,491,5.05,16.21,0.077,624,30.59,36.85,66.48,0,1,1,1,2
27.41,80.3,5.97,176,10.35,25.52,0.063,378,88.43,75.98,94.39,0,0,1,1,2
25.84,273.48,6.39,28,4.44,31.0,0.113,143,71.54,70.38,38.17,1,1,1,1,1
21.05,110.48,5.65,495,6.72,29.43,0.146,943,38.82,15.56,62.69,1,1,1,1,0
20.45,13.67,5.75,165,5.63,2.62,0.193,242,88.14,23.47,30.43,1,1,1,1,0
44.69,90.07,6.35,325,6.68,24.17,0.014,479,76.38,38.69,89.26,0,1,0,0,1
30.69,159.33,5.57,497,5.71,40.45,0.084,848,55.37,73.37,88.3,1,0,0,1,2
29.61,122.47,6.36,225,6.14,40.12,0.133,343,99.19,93.63,42.8,1,1,0,0,0
36.99,82.15,7.79,135,11.49,25.36,0.001,68,46.98,38.39,41.47,1,1,0,1,0
25.46,39.4,5.71,186,5.6,47.62,0.098,715,27.96,57.3,10.01,0,1,1,1,1
43.75,245.75,7.03,54,11.78,41.31,0.161,917,78.68,43.53,38.57,0,1,0,0,0
39.66,298.84,8.7,365,8.82,36.87,0.01,11,80.56,61.96,80.33,0,1,1,0,1
22.24,98.86,8.27,1,11.37,25.78,0.068,92,24.72,66.52,12.58,0,1,1,0,0
30.44,114.49,6.57,409,13.03,29.53,0.08,569,85.55,56.65,28.25,1,0,0,1,2
41.98,185.41,8.74,318,3.66,11.16,0.143,486,82.08,45.01,75.72,0,0,1,1,2
43.62,215.53,6.65,16,6.13,26.62,0.059,806,94.37,89.18,68.32,1,0,0,0,2
31.69,117.61,5.75,58,2.67,26.3,0.049,419,29.48,82.17,98.8,1,0,0,1,2
35.34,271.48,8.98,87,6.88,10.14,0.023,773,68.06,99.86,45.16,1,0,1,1,0
24.18,168.0,8.55,222,4.85,47.56,0.199,687,37.55,47.14,22.0,1,0,1,1,1
44.78,135.12,7.13,271,8.86,12.24,0.094,7,51.96,13.49,69.82,0,0,0,1,0
25.79,194.0,7.83,57,11.4,5.21,0.01,69,41.21,68.62,17.11,1,0,0,0,2
43.57,285.84,7.85,191,7.84,23.35,0.015,566,55.94,80.51,20.51,1,0,0,1,1
36.24,238.37,6.18,49,6.0,34.3,0.026,349,29.03,94.31,61.11,1,0,1,0,1
35.19,12.0,6.2,212,3.83,9.76,0.042,60,44.28,10.93,52.48,1,0,0,0,1
32.82,99.69,7.14,229,2.32,9.14,0.148,253,25.67,89.16,33.72,0,1,1,1,0
25.77,141.16,8.69,153,10.13,13.07,0.112,338,59.35,56.51,53.02,1,0,1,0,2
24.41,94.36,5.53,272,2.37,15.14,0.155,861,43.73,43.73,88.15,1,1,1,1,0
25.51,210.06,8.24,369,13.05,12.31,0.004,984,67.22,29.97,75.25,1,0,1,1,2
24.66,247.88,5.7,45,9.13,23.53,0.053,905,56.52,83.27,50.93,1,1,1,1,1
39.49,219.4,7.17,361,6.24,0.91,0.081,303,39.51,42.74,38.02,0,1,0,0,0
28.75,296.8,7.73,382,2.5,4.38,0.086,321,28.24,64.41,62.4,1,0,1,0,1
21.45,81.76,7.9,451,6.96,36.47,0.011,877,80.27,56.05,10.26,0,1,0,1,2
44.23,262.5,5.7,305,12.41,20.62,0.102,618,70.65,33.68,75.98,1,1,1,0,0
42.09,229.99,6.97,426,13.64,18.02,0.057,151,22.63,80.9,82.22,0,1,1,1,0
43.19,108.65,7.54,117,3.02,0.52,0.038,375,99.15,36.84,20.96,1,1,1,1,2
44.87,220.24,5.73,175,11.33,14.91,0.134,283,71.4,80.86,46.24,1,0,0,1,2
24.35,31.22,5.97,67,5.1,41.06,0.017,33,36.57,46.86,23.06,0,0,0,1,2
29.91,236.8,7.82,250,6.55,17.02,0.173,312,87.24,12.71,95.39,0,0,1,1,2
38.96,159.7,7.33,402,8.57,48.18,0.18,578,90.57,79.07,84.34,1,1,1,0,2
37.4,87.69,6.07,229,13.94,19.5,0.065,281,65.89,90.93,11.81,1,0,0,1,0
23.85,196.73,7.37,408,4.51,23.21,0.197,702,90.85,20.78,97.33,1,0,0,1,1
40.4,192.49,8.69,199,3.57,40.1,0.08,661,22.33,62.67,22.76,1,0,1,1,1
25.61,62.85,5.55,145,9.14,49.15,0.192,479,95.61,16.46,17.56,1,1,0,1,0
25.6,9.12,7.75,50,12.24,18.58,0.197,618,24.58,84.69,12.93,0,0,0,0,0
33.42,130.09,5.76,401,9.78,6.0,0.165,931,71.39,98.92,81.16,0,1,0,0,1
34.82,170.85,5.52,367,6.17,26.15,0.025,205,47.67,54.55,93.27,1,1,1,1,0
34.5,262.98,6.03,185,13.72,29.59,0.117,548,23.14,38.21,18.61,0,0,0,1,0
22.29,278.47,6.98,319,13.94,47.97,0.146,642,94.34,86.12,98.5,1,0,0,0,0
41.94,158.64,8.31,198,11.25,20.7,0.015,987,30.83,56.87,38.43,0,1,1,1,2
26.64,226.14,6.49,440,11.63,4.54,0.179,857,88.3,50.41,71.1,0,1,0,0,2
23.24,131.79,7.69,144,11.13,32.55,0.17,743,46.43,30.5,98.76,0,0,0,1,0
42.22,223.82,6.94,58,5.09,1.06,0.187,969,79.29,65.44,10.76,0,1,0,1,0
43.89,61.44,6.32,194,3.8,21.27,0.103,63,40.34,64.57,59.21,0,1,0,0,2
41.55,111.32,7.3,469,8.65,20.48,0.065,363,66.67,33.66,69.04,1,1,1,1,0
40.24,190.27,8.29,142,13.45,12.74,0.101,217,83.96,29.03,43.42,1,0,0,1,1
36.38,5.45,8.41,222,12.54,48.22,0.146,615,65.29,49.47,19.9,1,0,0,0,2
